body_0_vel_x,body_0_vel_y,body_0_vel_z,body_1_vel_x,body_1_vel_y,body_1_vel_z,body_2_vel_x,body_2_vel_y,body_2_vel_z,body_3_vel_x,body_3_vel_y,body_3_vel_z,body_4_vel_x,body_4_vel_y,body_4_vel_z,body_5_vel_x,body_5_vel_y,body_5_vel_z,body_6_vel_x,body_6_vel_y,body_6_vel_z,body_7_vel_x,body_7_vel_y,body_7_vel_z,body_8_vel_x,body_8_vel_y,body_8_vel_z,body_9_vel_x,body_9_vel_y,body_9_vel_z,body_10_vel_x,body_10_vel_y,body_10_vel_z,body_11_vel_x,body_11_vel_y,body_11_vel_z,body_12_vel_x,body_12_vel_y,body_12_vel_z,body_13_vel_x,body_13_vel_y,body_13_vel_z
-0.154944,-0.190398,-0.093288,-0.202038,-0.240847,-0.131105,0.005038,-0.674936,-0.130143,-0.012050,-0.055141,0.073133,-0.196440,-0.152475,-0.054739,-0.098694,-0.155889,-0.047705,-0.009364,-0.008638,0.001908,-0.144256,-0.196300,-0.093143,-0.186717,-0.259943,-0.086250,-0.122917,-0.227977,-0.071730,-0.142638,-0.291069,-0.056947,-0.168999,-0.174379,-0.108502,-0.184500,-0.004996,-0.058378,-0.228761,0.230800,-0.047606
-0.165544,-0.191668,-0.114797,-0.220741,-0.257690,-0.156630,0.014098,-0.785418,-0.137860,-0.018200,-0.083928,0.121989,-0.213792,-0.161681,-0.069928,-0.105925,-0.170336,-0.061583,-0.008341,-0.007135,-0.004017,-0.152963,-0.193709,-0.115131,-0.194429,-0.255642,-0.108914,-0.116751,-0.199982,-0.091330,-0.132645,-0.258662,-0.076984,-0.179387,-0.186404,-0.131935,-0.199183,-0.026785,-0.080639,-0.241190,0.192886,-0.065009
-0.173064,-0.193814,-0.132003,-0.229863,-0.274531,-0.171540,0.023552,-0.880537,-0.126482,-0.026125,-0.126770,0.187829,-0.221846,-0.173367,-0.086544,-0.108395,-0.185972,-0.077114,-0.006356,-0.005671,-0.010907,-0.160227,-0.191655,-0.132787,-0.199063,-0.252790,-0.128171,-0.109817,-0.173452,-0.107445,-0.119834,-0.222147,-0.094987,-0.187896,-0.204400,-0.150923,-0.213793,-0.059362,-0.100303,-0.254447,0.143625,-0.080629
-0.176680,-0.198385,-0.139658,-0.227362,-0.291392,-0.169841,0.032505,-0.960332,-0.090421,-0.036643,-0.190140,0.269132,-0.218751,-0.186675,-0.100340,-0.105547,-0.199915,-0.090235,-0.003914,-0.004831,-0.016029,-0.165558,-0.192713,-0.140733,-0.199393,-0.252571,-0.138652,-0.102771,-0.150704,-0.115049,-0.104074,-0.181499,-0.106504,-0.193229,-0.229143,-0.159601,-0.226374,-0.106089,-0.112687,-0.266806,0.082312,-0.089490
-0.175969,-0.207031,-0.134873,-0.213944,-0.308872,-0.149861,0.038591,-1.029288,-0.029351,-0.051119,-0.281586,0.357994,-0.205224,-0.200980,-0.107393,-0.098134,-0.208819,-0.097105,-0.001688,-0.004826,-0.017018,-0.168260,-0.199382,-0.136000,-0.194368,-0.255603,-0.137090,-0.095466,-0.132566,-0.111084,-0.084789,-0.136472,-0.108636,-0.193939,-0.259588,-0.154494,-0.234431,-0.167233,-0.115094,-0.276080,0.010248,-0.088549
-0.170134,-0.221395,-0.118854,-0.191883,-0.328163,-0.115612,0.037797,-1.089871,0.049778,-0.070906,-0.407429,0.437044,-0.183349,-0.216751,-0.106181,-0.087446,-0.210444,-0.096180,-0.000189,-0.005614,-0.013409,-0.166744,-0.213551,-0.119796,-0.182920,-0.262453,-0.124098,-0.086475,-0.119140,-0.096106,-0.060748,-0.087921,-0.101470,-0.188237,-0.293386,-0.136593,-0.235080,-0.239139,-0.108265,-0.279692,-0.069653,-0.078456
-0.157864,-0.242552,-0.096614,-0.163416,-0.350230,-0.075374,0.026167,-1.137661,0.133749,-0.096120,-0.569926,0.481111,-0.155097,-0.235267,-0.098575,-0.074420,-0.204915,-0.089216,0.000472,-0.006990,-0.007121,-0.158767,-0.235930,-0.097221,-0.164199,-0.274062,-0.104146,-0.073581,-0.110802,-0.074217,-0.030637,-0.038451,-0.088112,-0.174437,-0.328134,-0.111227,-0.225887,-0.315480,-0.096107,-0.275176,-0.154544,-0.063568
-0.138594,-0.270246,-0.074599,-0.130484,-0.374918,-0.038086,0.003395,-1.163737,0.207817,-0.124577,-0.765680,0.466924,-0.122198,-0.257429,-0.088788,-0.059560,-0.194763,-0.080220,0.000598,-0.008558,-0.001223,-0.143090,-0.265621,-0.074826,-0.138611,-0.291490,-0.083476,-0.055377,-0.108348,-0.051086,0.005466,0.008246,-0.072984,-0.152325,-0.362388,-0.085495,-0.206506,-0.389602,-0.083566,-0.261454,-0.243097,-0.049874
-0.114005,-0.302709,-0.057794,-0.095674,-0.400933,-0.009878,-0.024918,-1.162204,0.261519,-0.151939,-0.986264,0.386197,-0.087153,-0.282914,-0.081009,-0.043594,-0.184002,-0.073084,0.000713,-0.009882,0.002206,-0.121146,-0.300297,-0.057676,-0.108646,-0.315083,-0.067325,-0.032699,-0.112229,-0.031344,0.044969,0.048800,-0.059508,-0.124238,-0.395879,-0.064998,-0.179798,-0.456522,-0.074122,-0.239961,-0.335616,-0.042164
-0.087840,-0.337324,-0.048436,-0.062516,-0.426700,0.006978,-0.049865,-1.135007,0.291176,-0.173202,-1.220380,0.251664,-0.053485,-0.310350,-0.077704,-0.027825,-0.177176,-0.069991,0.001279,-0.010789,0.003242,-0.096739,-0.337005,-0.048040,-0.078164,-0.343766,-0.058433,-0.008405,-0.121669,-0.017293,0.083457,0.081325,-0.049025,-0.094370,-0.429078,-0.052302,-0.150982,-0.513798,-0.068878,-0.214277,-0.433057,-0.042539
-0.063755,-0.371550,-0.046786,-0.034163,-0.451203,0.012676,-0.065531,-1.089960,0.297770,-0.184552,-1.456288,0.090906,-0.024330,-0.338020,-0.079701,-0.013599,-0.178750,-0.071725,0.002460,-0.011478,0.003462,-0.073698,-0.373029,-0.046193,-0.050365,-0.375062,-0.057459,0.014445,-0.134543,-0.009459,0.116883,0.105700,-0.041473,-0.066544,-0.462521,-0.047791,-0.125102,-0.561357,-0.067693,-0.188253,-0.535970,-0.050971
-0.043161,-0.403439,-0.052558,-0.011695,-0.474154,0.008000,-0.073469,-1.035415,0.283285,-0.184506,-1.683541,-0.066320,-0.000671,-0.364265,-0.087210,-0.001496,-0.192517,-0.078854,0.004103,-0.012356,0.004486,-0.053600,-0.406325,-0.051846,-0.026196,-0.405898,-0.064180,0.034332,-0.148154,-0.007790,0.143383,0.123045,-0.036673,-0.042290,-0.496179,-0.051304,-0.104761,-0.600757,-0.070780,-0.164090,-0.643981,-0.066626
-0.024996,-0.431648,-0.065553,0.006102,-0.495643,-0.006418,-0.081338,-0.976898,0.249066,-0.173999,-1.893265,-0.197425,0.018877,-0.387570,-0.100418,0.008845,-0.220854,-0.092263,0.005960,-0.013861,0.007189,-0.035505,-0.435499,-0.064796,-0.004516,-0.433641,-0.078188,0.051520,-0.160371,-0.012292,0.163346,0.134888,-0.034947,-0.020747,-0.529044,-0.062815,-0.089652,-0.634235,-0.079162,-0.141674,-0.755635,-0.088442
-0.007372,-0.455314,-0.085438,0.021216,-0.515735,-0.029841,-0.097177,-0.917200,0.196736,-0.155698,-2.076951,-0.289055,0.036456,-0.406748,-0.119299,0.018046,-0.263975,-0.112636,0.007946,-0.016418,0.011939,-0.017584,-0.459665,-0.084699,0.016384,-0.456768,-0.098933,0.066917,-0.170372,-0.022965,0.178062,0.142489,-0.036942,-0.000128,-0.559107,-0.082028,-0.077764,-0.663753,-0.093919,-0.119296,-0.868251,-0.114803
0.010540,-0.474030,-0.111450,0.034609,-0.534242,-0.061105,-0.124053,-0.858121,0.129695,-0.133070,-2.225098,-0.335138,0.053029,-0.421283,-0.143274,0.026145,-0.319561,-0.139712,0.010109,-0.020449,0.019124,0.001013,-0.478429,-0.110779,0.037291,-0.474937,-0.125631,0.080850,-0.178603,-0.039615,0.188351,0.146476,-0.043248,0.020661,-0.583845,-0.107876,-0.067019,-0.690413,-0.115298,-0.094959,-0.978033,-0.143203
0.027906,-0.487926,-0.142614,0.045656,-0.550764,-0.098809,-0.158474,-0.801948,0.053386,-0.109422,-2.327125,-0.335581,0.067764,-0.431532,-0.171419,0.032337,-0.383268,-0.172294,0.012213,-0.026319,0.029216,0.019529,-0.491986,-0.142043,0.057660,-0.488703,-0.157499,0.092784,-0.186246,-0.061964,0.194200,0.146709,-0.054338,0.041389,-0.601179,-0.138783,-0.056244,-0.714548,-0.142651,-0.067319,-1.080989,-0.170670
0.043012,-0.497719,-0.178438,0.053039,-0.564994,-0.141897,-0.192417,-0.752147,-0.025877,-0.087141,-2.372729,-0.296998,0.078984,-0.438662,-0.203312,0.035557,-0.450192,-0.209219,0.013341,-0.034263,0.042327,0.036283,-0.501170,-0.177976,0.076244,-0.499195,-0.194328,0.101983,-0.194696,-0.090135,0.195422,0.142289,-0.070968,0.060945,-0.610473,-0.173623,-0.045214,-0.736280,-0.175220,-0.035826,-1.174481,-0.194830
0.054436,-0.504579,-0.219428,0.056067,-0.577093,-0.189997,-0.216824,-0.713553,-0.102212,-0.067601,-2.353925,-0.233373,0.085616,-0.444414,-0.239804,0.035375,-0.516372,-0.250427,0.012059,-0.044313,0.057783,0.049756,-0.507240,-0.219074,0.091996,-0.507783,-0.236902,0.108326,-0.205266,-0.125050,0.192542,0.131855,-0.094565,0.078195,-0.612879,-0.212511,-0.034157,-0.755867,-0.212932,-0.000252,-1.258138,-0.214671
0.061705,-0.509833,-0.266763,0.055304,-0.587836,-0.243074,-0.224904,-0.692230,-0.170379,-0.051959,-2.267110,-0.164244,0.087885,-0.450866,-0.282751,0.032521,-0.579064,-0.296959,0.007302,-0.056218,0.074214,0.059244,-0.511466,-0.266522,0.104604,-0.515683,-0.286636,0.112601,-0.218953,-0.168146,0.187217,0.114183,-0.126963,0.092585,-0.610872,-0.256585,-0.023281,-0.773535,-0.256330,0.039836,-1.333228,-0.230159
0.065251,-0.514832,-0.321225,0.052250,-0.598472,-0.300627,-0.214437,-0.694804,-0.225029,-0.041950,-2.114689,-0.110048,0.086967,-0.460315,-0.333697,0.028649,-0.635641,-0.349792,-0.000715,-0.069409,0.089952,0.064902,-0.514951,-0.321134,0.114476,-0.523719,-0.344465,0.116186,-0.236349,-0.220414,0.181954,0.088656,-0.169427,0.104215,-0.607700,-0.306936,-0.012608,-0.789515,-0.305757,0.085399,-1.401338,-0.241066
0.065962,-0.521180,-0.382258,0.048608,-0.610373,-0.361124,-0.188366,-0.727150,-0.259972,-0.039374,-1.905455,-0.086022,0.084141,-0.475217,-0.392548,0.025582,-0.682429,-0.408600,-0.010498,-0.083142,0.103035,0.067388,-0.519057,-0.382385,0.122314,-0.532660,-0.409818,0.120375,-0.258085,-0.281515,0.179241,0.054931,-0.221796,0.113478,-0.607417,-0.363651,-0.002161,-0.804940,-0.360683,0.137962,-1.463847,-0.246124
0.064683,-0.530839,-0.447659,0.045713,-0.624450,-0.421903,-0.153200,-0.792305,-0.268278,-0.044305,-1.653290,-0.096389,0.080198,-0.497721,-0.457105,0.024621,-0.714930,-0.471356,-0.020276,-0.096887,0.110844,0.067371,-0.525839,-0.448078,0.128507,-0.543859,-0.480271,0.125746,-0.285554,-0.349491,0.180488,0.012128,-0.282243,0.120512,-0.614943,-0.425456,0.007661,-0.822852,-0.419563,0.199371,-1.522213,-0.242963
0.061869,-0.545363,-0.513397,0.044237,-0.640394,-0.479035,-0.116088,-0.887507,-0.243639,-0.053807,-1.375324,-0.131040,0.075307,-0.528560,-0.522996,0.026327,-0.729513,-0.534242,-0.029018,-0.110767,0.110408,0.065166,-0.537383,-0.514137,0.132760,-0.559100,-0.551453,0.131886,-0.320688,-0.420585,0.185423,-0.041004,-0.347133,0.124913,-0.634893,-0.489399,0.015929,-0.847640,-0.479565,0.271268,-1.577384,-0.228077
0.057469,-0.564424,-0.573187,0.043920,-0.656345,-0.527040,-0.082401,-1.001217,-0.183475,-0.062569,-1.090987,-0.167666,0.069085,-0.565897,-0.583430,0.030656,-0.725168,-0.591193,-0.036585,-0.125667,0.100105,0.060674,-0.553937,-0.574233,0.134202,-0.579051,-0.616818,0.137552,-0.364090,-0.488785,0.192242,-0.104189,-0.410532,0.125912,-0.669086,-0.550181,0.021622,-0.882634,-0.535837,0.354457,-1.627597,-0.196560
0.051079,-0.584916,-0.619063,0.043547,-0.669381,-0.559571,-0.054908,-1.112472,-0.093306,-0.065185,-0.821467,-0.181115,0.060888,-0.605085,-0.629964,0.037074,-0.704065,-0.634348,-0.043078,-0.142642,0.081636,0.053591,-0.572454,-0.620398,0.131932,-0.601532,-0.668336,0.141040,-0.412866,-0.546267,0.198281,-0.173464,-0.464604,0.122924,-0.714644,-0.600465,0.024604,-0.928046,-0.581733,0.448352,-1.666445,-0.143164
0.042377,-0.601730,-0.644346,0.041749,-0.676335,-0.572023,-0.034263,-1.195249,0.010571,-0.058854,-0.587273,-0.156754,0.050651,-0.639574,-0.655848,0.044619,-0.670802,-0.657234,-0.048034,-0.161744,0.060211,0.043743,-0.587370,-0.646003,0.125673,-0.621684,-0.699470,0.140695,-0.460418,-0.586101,0.200763,-0.241235,-0.502378,0.116131,-0.764766,-0.633640,0.026570,-0.981483,-0.611463,0.550728,-1.683958,-0.065998
0.031541,-0.609927,-0.647518,0.038078,-0.674509,-0.564607,-0.020101,-1.227763,0.104203,-0.045099,-0.403022,-0.099331,0.039653,-0.662461,-0.660169,0.052015,-0.630749,-0.658976,-0.050081,-0.181148,0.042081,0.031318,-0.593493,-0.649547,0.116119,-0.634477,-0.708943,0.135442,-0.498938,-0.605831,0.197335,-0.299088,-0.521475,0.106737,-0.811854,-0.647548,0.031208,-1.040499,-0.623563,0.657709,-1.670838,0.029359
