body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
0.001043,0.000032,0.001233,-0.016668,0.004649,0.000981,0.018229,0.007297,-0.003379,-0.029345,0.013559,-0.005073,-0.000772,0.001392,0.001837,0.005059,0.001640,0.001278,0.003987,0.001589,-0.002630,0.009426,-0.004070,0.006630,0.010026,0.014813,0.007920,0.016767,0.010112,0.013851,0.074585,-0.037044,0.042351,0.003816,-0.004847,0.002849,0.013731,-0.012519,0.018798,0.000574,-0.011880,0.022631
-0.002210,-0.000029,-0.005851,-0.015343,0.003920,-0.006711,0.023569,0.008311,-0.007004,-0.019707,0.007909,-0.009590,-0.002265,0.001323,-0.004923,0.007334,0.001453,-0.000658,0.008405,0.003403,-0.006527,0.007683,-0.004618,0.004538,0.017045,0.010427,0.008170,0.028542,0.000757,0.010543,0.066115,-0.045673,0.015787,0.001276,-0.009004,-0.000053,0.010008,-0.021736,0.022539,0.001891,-0.017422,0.028287
-0.004852,-0.000242,-0.012472,-0.014163,0.001166,-0.013306,0.026571,0.007635,-0.007376,-0.001319,-0.003187,-0.010948,-0.004042,0.001796,-0.011351,0.008482,0.001001,-0.004551,0.014432,0.005621,-0.011380,0.006589,-0.005098,0.002985,0.023951,0.004524,0.006856,0.036409,-0.006540,0.005747,0.059719,-0.049769,-0.004552,-0.000389,-0.015088,-0.000969,0.006784,-0.031144,0.022835,0.003051,-0.023532,0.029842
-0.006250,-0.000330,-0.016917,-0.012544,-0.002372,-0.017371,0.025620,0.005643,-0.005680,0.014087,-0.014307,-0.009774,-0.005502,0.002470,-0.015761,0.008539,0.000378,-0.008941,0.019740,0.007244,-0.015426,0.005760,-0.005088,0.002027,0.030445,-0.003148,0.004370,0.039844,-0.011544,0.000972,0.055094,-0.049292,-0.016619,-0.001134,-0.019078,0.000014,0.004148,-0.038899,0.017824,0.003697,-0.030054,0.025742
-0.005870,-0.000044,-0.017692,-0.010040,-0.004696,-0.018138,0.020508,0.003478,-0.004069,0.019900,-0.019226,-0.007929,-0.005869,0.002812,-0.016456,0.007604,-0.000133,-0.011383,0.021585,0.007133,-0.016343,0.004585,-0.004271,0.001385,0.036308,-0.011831,0.001909,0.040404,-0.015349,-0.001600,0.052153,-0.046135,-0.020564,-0.000901,-0.016892,0.001609,0.001810,-0.043175,0.006617,0.003331,-0.036285,0.015729
-0.003892,0.000789,-0.015207,-0.006031,-0.004420,-0.016417,0.012266,0.002136,-0.004215,0.015971,-0.016454,-0.007440,-0.004923,0.002516,-0.013418,0.005843,-0.000350,-0.010568,0.019275,0.004960,-0.013353,0.003076,-0.002924,0.000871,0.040949,-0.019941,0.000453,0.040167,-0.019183,-0.001007,0.050387,-0.043650,-0.020210,0.000434,-0.009531,0.002438,-0.000193,-0.043633,-0.008157,0.002232,-0.041746,0.002493
-0.001132,0.002049,-0.011607,0.000060,-0.001506,-0.014207,0.002698,0.001919,-0.006486,0.006418,-0.009437,-0.009343,-0.003246,0.001752,-0.008611,0.003734,-0.000315,-0.007433,0.014793,0.001584,-0.008071,0.001797,-0.001739,0.000511,0.043222,-0.025843,0.000100,0.040161,-0.023493,0.001541,0.048816,-0.044981,-0.021405,0.002639,-0.002802,0.001786,-0.001378,-0.041347,-0.020992,0.001287,-0.046067,-0.009151
0.001601,0.003169,-0.008750,0.007727,0.002824,-0.012938,-0.005977,0.002496,-0.009816,-0.003481,-0.002641,-0.012862,-0.001680,0.000947,-0.004352,0.001927,-0.000188,-0.004022,0.010636,-0.001530,-0.003081,0.001278,-0.001297,0.000403,0.041992,-0.028849,0.000344,0.039768,-0.027847,0.003925,0.046356,-0.050183,-0.026803,0.005028,-0.001342,0.000004,-0.001258,-0.037499,-0.027235,0.001262,-0.048444,-0.015349
0.003958,0.003387,-0.006883,0.014893,0.006670,-0.012317,-0.011690,0.003237,-0.012198,-0.009739,0.001486,-0.015655,-0.000681,0.000398,-0.001730,0.000789,-0.000082,-0.001685,0.007665,-0.003241,-0.000001,0.001691,-0.001797,0.000593,0.037312,-0.029675,0.000810,0.037677,-0.031426,0.005021,0.042498,-0.055715,-0.033202,0.006959,-0.004481,-0.001655,0.000305,-0.032598,-0.025931,0.002543,-0.047673,-0.015394
0.005889,0.002397,-0.005330,0.019151,0.008451,-0.011117,-0.013516,0.003619,-0.011969,-0.010810,0.002729,-0.015531,-0.000217,0.000130,-0.000541,0.000254,-0.000027,-0.000548,0.005378,-0.003327,0.001101,0.002812,-0.003026,0.001014,0.030795,-0.029755,0.001512,0.033477,-0.033631,0.005006,0.037439,-0.058307,-0.036411,0.008304,-0.008342,-0.002051,0.003043,-0.026778,-0.019414,0.005309,-0.042884,-0.011160
